33,33
78,45
150,72
226,76
282,56
353,71
385,32
414,29
485,71
558,73
629,71
690,61
746,56
774,28
847,73
920,73
993,73
1023,30
1079,56
1105,26
1146,41
1217,71
1291,74
1333,42
1404,71
1475,71
1559,84
1630,71
1665,35
1722,57
1767,45
1838,71
1910,72
1955,45
2025,70
2103,78
2139,36
2204,65
2271,67
2305,34
2353,48
2409,56
2436,27
2490,54
2530,40
2603,73
2641,38
2713,72
2750,37
2787,37
2814,27
2883,69
2955,72
3026,71
3056,30
3129,73
3207,78
3260,53
3303,43
3378,75
3437,59
3510,73
3584,74
3613,29
3687,74
3761,74
3804,43
3837,33
3909,72
3981,72
4017,36
4053,36
4097,44
4172,75
4239,67
4309,70
4350,41
4385,35
4456,71
4537,81
4578,41
4616,38
4646,30
4712,66
4745,33
4817,72
4851,34
4894,43
4948,54
5028,80
5084,56
5154,70
5196,42
5267,71
5317,50
5389,72
5423,34
5455,32
5501,46
5572,71
5610,38
5685,75
5737,52
5769,32
5840,71
5912,72
5984,72
6056,72
6084,28
6189,105
6261,72
6331,70
6402,71
6474,72
6502,28
6573,71
6627,54
6670,43
6711,41
6761,50
6833,72
6904,71
6984,80
7014,30
7071,57
7118,47
7152,34
7195,43
7226,31
7297,71
7379,82
7414,35
7463,49
7529,66
7602,73
7651,49
7726,75
7755,29
7783,28
7810,27
7846,36
7889,43
7935,46
7977,42
8029,52
8100,71
8170,70
8197,27
8271,74
8351,80
8423,72
8463,40
8497,34
8527,30
8557,30
8630,73
8702,72
8747,45
8778,31
8819,41
8851,32
8917,66
8991,74
9035,44
9068,33
9110,42
9182,72
9253,71
9303,50
9374,71
9421,47
9493,72
9564,71
9611,47
9645,34
9686,41
9759,73
9830,71
9902,72
9974,72
10006,32
10047,41
10072,25
10146,74
10198,52
10269,71
10308,39
10382,74
10434,52
10505,71
10549,44
10623,74
10695,72
10766,71
10812,46
10857,45
10922,65
10994,72
11049,55
11124,75
11194,70
11224,30
11296,72
11341,45
11412,71
11483,71
11554,71
11627,73
11681,54
11752,71
11790,38
11826,36
11872,46
11944,72
12015,71
12061,46
12093,32
12165,72
12239,74
12290,51
12331,41
12403,72
12451,48
12496,45
12569,73
12597,28
12671,74
12744,73
12818,74
12891,73
12918,27
12990,72
13060,70
13099,39
13135,36
13162,27
13217,55
13288,71
13320,32
13390,70
13427,37
13498,71
13571,73
13621,50
13663,42
13774,111
13828,54
13859,31
13933,74
13973,40
14045,72
14118,73
14189,71
14223,34
14296,73
14337,41
14413,76
14497,84
14573,76
14608,35
14680,72
14751,71
14797,46
14836,39
14891,55
14935,44
14970,35
15019,49
15051,32
15081,30
15122,41
15181,59
15253,72
15324,71
15358,34
15430,72
15461,31
15540,79
15610,70
15646,36
15695,49
15727,32
15771,44
15842,71
15890,48
15931,41
16004,73
16078,74
16110,32
16182,72
16263,81
16337,74
16410,73
16479,69
16534,55
16608,74
16657,49
16731,74
16777,46
16850,73
16926,76
16975,49
17027,52
17106,79
17177,71
17247,70
17284,37
17333,49
17360,27
17431,71
17472,41
17545,73
17574,29
