47,47
76,29
122,46
199,77
248,49
308,60
350,42
422,72
460,38
503,43
541,38
573,32
644,71
719,75
793,74
825,32
896,71
945,49
1007,62
1090,83
1175,85
1247,72
1281,34
1319,38
1374,55
1444,70
1511,67
1556,45
1596,40
1640,44
1712,72
1764,52
1835,71
1906,71
1977,71
2052,75
2080,28
2122,42
2193,71
2217,24
2294,77
2339,45
2416,77
2442,26
2500,58
2571,71
2598,27
2640,42
2718,78
2774,56
2816,42
2887,71
2926,39
2975,49
3042,67
3071,29
3144,73
3221,77
3258,37
3302,44
3344,42
3416,72
3496,80
3525,29
3560,35
3633,73
3703,70
3775,72
3817,42
3864,47
3940,76
4011,71
4083,72
4124,41
4155,31
4226,71
4297,71
4368,71
4412,44
4454,42
4502,48
4575,73
4648,73
4673,25
4724,51
4794,70
4865,71
4919,54
4976,57
5050,74
5096,46
5130,34
5161,31
5210,49
5267,57
5340,73
5371,31
5413,42
5486,73
5513,27
5590,77
5644,54
5715,71
5786,71
5813,27
5849,36
5898,49
5942,44
5984,42
6061,77
6136,75
6200,64
6272,72
6307,35
6378,71
6410,32
6481,71
6554,73
6596,42
6640,44
6706,66
6782,76
6812,30
6867,55
6945,78
7019,74
7087,68
7124,37
7209,85
7237,28
7273,36
7336,63
7407,71
7451,44
7528,77
7603,75
7645,42
7717,72
7759,42
7830,71
7857,27
7930,73
8003,73
8028,25
8099,71
8171,72
8243,72
8274,31
8320,46
8401,81
8474,73
8550,76
8602,52
8672,70
8746,74
8784,38
8855,71
8927,72
9005,78
9076,71
9147,71
9217,70
9268,51
9343,75
9371,28
9400,29
9455,55
9527,72
9600,73
9673,73
9745,72
9775,30
9846,71
9893,47
9923,30
9969,46
10042,73
10077,35
10149,72
10225,76
10297,72
10371,74
10442,71
10513,71
10545,32
10617,72
10688,71
10759,71
10786,27
10824,38
10906,82
10978,72
11015,37
11089,74
11142,53
11176,34
11226,50
11300,74
11343,43
11415,72
11486,71
11557,71
11635,78
11690,55
11763,73
11796,33
11842,46
11882,40
11953,71
12024,71
12073,49
12120,47
12190,70
12261,71
12333,72
12404,71
12477,73
12522,45
12588,66
12619,31
12740,121
12792,52
12825,33
12879,54
12949,70
13056,107
13130,74
13237,107
13308,71
13380,72
13451,71
13527,76
13602,75
13677,75
13748,71
13827,79
13903,76
13982,79
14006,24
14064,58
14100,36
14171,71
14214,43
14285,71
14357,72
14427,70
14498,71
14575,77
14649,74
14722,73
14794,72
14849,55
14921,72
14992,71
15073,81
15144,71
15215,71
15239,24
15346,107
15456,110
15502,46
15573,71
15646,73
15718,72
15790,72
15862,72
15934,72
16006,72
16077,71
16149,72
16222,73
16307,85
16379,72
16433,54
16511,78
16583,72
16638,55
16674,36
16745,71
16817,72
16893,76
16964,71
16988,24
17065,77
17193,128
17265,72
17293,28
17328,35
17407,79
17480,73
17584,104
17656,72
17726,70
17803,77
17889,86
17960,71
18031,71
18103,72
18175,72
18246,71
18280,34
18352,72
18423,71
18494,71
18566,72
18636,70
18708,72
18779,71
18850,71
18905,55
18975,70
19046,71
19117,71
19188,71
19262,74
19333,71
19403,70
19489,86
19561,72
19633,72
19704,71
19776,72
19818,42
19870,52
19994,124
20101,107
20171,70
20242,71
20273,31
20360,87
20431,71
20515,84
20622,107
20693,71
20731,38
20803,72
20855,52
20933,78
21005,72
21079,74
21155,76
21226,71
21297,71
21368,71
21446,78
21520,74
21593,73
21665,72
21739,74
21800,61
21872,72
21943,71
21985,42
22057,72
22129,72
22204,75
