111,111
167,56
204,37
274,70
308,34
355,47
429,74
480,51
523,43
597,74
640,43
673,33
743,70
818,75
870,52
910,40
953,43
1024,71
1099,75
1172,73
1246,74
1286,40
1333,47
1370,37
1425,55
1465,40
1540,75
1612,72
1645,33
1678,33
1717,39
1758,41
1796,38
1820,24
1854,34
1892,38
1942,50
1985,43
2061,76
2117,56
2153,36
2211,58
2282,71
2340,58
2368,28
2407,39
2479,72
2507,28
2560,53
2584,24
2657,73
2722,65
2790,68
2862,72
2933,71
2972,39
3045,73
3124,79
3180,56
3223,43
3265,42
3308,43
3382,74
3428,46
3504,76
3577,73
3603,26
3648,45
3697,49
3769,72
3812,43
3884,72
3908,24
3937,29
3985,48
4057,72
4097,40
4169,72
4245,76
4274,29
4345,71
4399,54
4464,65
4543,79
4585,42
4660,75
4704,44
4737,33
4809,72
4880,71
4950,70
5029,79
5083,54
5120,37
5192,72
5263,71
5298,35
5371,73
5400,29
5435,35
5472,37
5552,80
5590,38
5638,48
5716,78
5787,71
5858,71
5886,28
5931,45
5959,28
5989,30
6051,62
6121,70
6199,78
6269,70
6297,28
6328,31
6354,26
6427,73
6452,25
6523,71
6594,71
6666,72
6738,72
6809,71
6875,66
6914,39
6985,71
7056,71
7128,72
7202,74
7275,73
7329,54
7364,35
7403,39
7475,72
7509,34
7541,32
7612,71
7685,73
7732,47
7802,70
7876,74
7908,32
7947,39
8019,72
8092,73
8123,31
8200,77
8229,29
8304,75
8375,71
8409,34
8480,71
8551,71
8602,51
8673,71
8731,58
8774,43
8845,71
8928,83
9007,79
9079,72
9150,71
9222,72
9294,72
9369,75
9440,71
9469,29
9542,73
9607,65
9679,72
9750,71
9774,24
9823,49
9880,57
9953,73
10009,56
10042,33
10074,32
10145,71
10183,38
10255,72
10326,71
10375,49
10446,71
10532,86
10605,73
10678,73
10711,33
10761,50
10832,71
10868,36
10939,71
11010,71
11089,79
11132,43
11162,30
11214,52
11252,38
11290,38
11364,74
11436,72
11509,73
11559,50
11604,45
11664,60
11734,70
11805,71
11853,48
11925,72
11996,71
12046,50
12117,71
12190,73
12261,71
12317,56
12352,35
12379,27
12454,75
12481,27
12552,71
12592,40
12626,34
12659,33
12714,55
12744,30
12802,58
12856,54
12913,57
12950,37
12986,36
13016,30
13088,72
13113,25
13160,47
13187,27
13258,71
13309,51
13358,49
13429,71
13480,51
13544,64
13615,71
13662,47
13699,37
